total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,days_exposition
15,3000000.0,37.0,2017-06-21T00:00:00,1,2.65,7.0,18.0,6,False,False,False,8.0,1.0,Санкт-Петербург,70.0
0,2200000.0,22.0,2017-11-03T00:00:00,0,2.65,18.0,15.0,16,False,False,True,0.0,1.0,деревня Кудрово,81.0
2,6350000.0,78.0,2017-01-22T00:00:00,2,3.0,4.0,42.0,3,False,False,False,14.5,0.0,Сестрорецк,459.0
16,9000000.0,80.0,2017-10-14T00:00:00,2,2.7,16.0,47.0,15,False,False,False,15.0,0.0,Санкт-Петербург,505.0
20,6500000.0,71.0,2018-12-17T00:00:00,3,2.6,8.0,38.2,2,False,False,False,15.5,0.0,Красное Село,29.0
20,1100000.0,32.0,2017-05-19T00:00:00,1,2.75,5.0,18.0,2,False,False,False,6.0,1.0,поселок Зимитицы,446.0
6,3300000.0,31.84,2017-08-02T00:00:00,1,2.7,12.0,17.19,4,False,False,False,8.08,2.0,Санкт-Петербург,160.0
14,15990000.0,108.7,2016-06-14T00:00:00,3,2.76,25.0,61.0,11,False,False,False,13.965357869794666,0.0,Санкт-Петербург,900.0
13,5150000.0,38.4,2018-09-17T00:00:00,1,2.65,25.0,20.0,13,False,False,False,10.4,2.0,Санкт-Петербург,42.0
4,4100000.0,45.6,2016-01-13T00:00:00,2,2.3,9.0,28.4,8,False,False,False,7.0,2.0,Санкт-Петербург,329.0
10,4025000.0,34.9,2017-12-21T00:00:00,1,2.56,10.0,17.5,10,False,False,False,7.5,2.0,Санкт-Петербург,245.0
1,3200000.0,42.0,2015-11-27T00:00:00,2,2.65,5.0,28.0,3,False,False,False,5.0,0.0,Санкт-Петербург,307.0
13,3400000.0,42.8,2016-04-12T00:00:00,2,2.65,5.0,27.5,1,False,False,False,5.8,0.0,Санкт-Петербург,81.0
7,8370000.0,73.8,2019-03-12T00:00:00,2,2.75,24.0,34.8,6,False,False,False,14.7,2.0,Санкт-Петербург,15.0
20,4089000.0,59.3,2017-12-30T00:00:00,2,2.7,4.0,30.7,2,False,False,False,10.7,1.0,Санкт-Петербург,103.0
3,1900000.0,21.89,2018-11-01T00:00:00,1,2.65,19.0,10.93,17,False,False,False,5.419368932038834,0.0,посёлок Бугры,22.000000000000004
3,1600000.0,51.2,2015-10-14T00:00:00,2,2.55,3.0,30.3,2,False,False,False,7.0,0.0,поселок Барышево,467.0
3,7500000.0,70.0,2017-07-11T00:00:00,2,2.65,18.0,37.0,13,False,False,False,10.0,0.0,Санкт-Петербург,4.0
10,1700000.0,29.7,2018-08-28T00:00:00,1,2.5,3.0,16.2,2,False,False,False,5.2,0.0,деревня Разметелево,114.0
14,6500000.0,50.0,2018-12-18T00:00:00,3,2.9,6.0,33.0,4,False,False,False,8.0,0.0,Санкт-Петербург,-1.0
13,3490000.0,32.0,2018-01-04T00:00:00,1,2.7,5.0,18.2,5,False,False,False,5.5,1.0,Санкт-Петербург,164.0
16,4080000.0,59.3,2018-03-27T00:00:00,3,2.8,5.0,37.9,3,False,False,False,7.5,0.0,поселок городского типа имени Свердлова,37.0
7,3200000.0,62.4,2019-04-23T00:00:00,4,2.65,5.0,41.170839400629426,2,False,False,False,7.001106236887278,1.0,Кингисепп,-1.0
20,8999000.0,50.0,2017-12-23T00:00:00,2,2.65,8.0,35.0,8,False,False,False,7.0,0.0,Санкт-Петербург,9.0
14,3715000.0,35.0,2018-08-19T00:00:00,1,2.6,17.0,16.0,4,False,False,False,11.0,0.0,Санкт-Петербург,15.0
13,3990000.0,33.2,2019-04-15T00:00:00,1,2.5,5.0,19.0,5,False,False,False,6.0,0.0,Санкт-Петербург,-1.0
19,7500000.0,60.0,2017-06-29T00:00:00,2,2.65,16.0,31.0,8,False,False,False,9.0,0.0,Санкт-Петербург,46.00000000000001
11,2550000.0,30.0,2017-11-10T00:00:00,0,2.75,23.0,15.9,11,False,True,False,0.0,2.0,Санкт-Петербург,19.0
18,4200000.0,50.5,2018-10-04T00:00:00,2,2.65,19.0,28.1,11,False,False,False,9.0,0.0,посёлок Бугры,51.0
8,4750000.0,41.2,2015-07-28T00:00:00,1,2.65,24.0,18.0,4,False,False,False,10.5,0.0,Санкт-Петербург,418.0
15,3199000.0,33.8,2018-03-01T00:00:00,1,2.55,14.0,18.0,11,False,False,False,8.0,1.0,Санкт-Петербург,218.0
0,2400000.0,40.3,2017-12-07T00:00:00,1,2.5,5.0,17.4,3,False,False,False,8.3,0.0,деревня Пеники,109.0
18,5200000.0,49.0,2019-03-17T00:00:00,2,2.5,9.0,30.8,3,False,False,False,6.6,1.0,Санкт-Петербург,-1.0
2,11390000.0,68.8,2016-09-22T00:00:00,2,3.01,12.0,34.2,5,False,False,False,11.6,1.0,Санкт-Петербург,580.0
17,5250000.0,50.0,2019-04-18T00:00:00,1,2.7,6.0,18.0,6,False,False,False,14.0,1.0,Пушкин,-1.0
12,2150000.0,20.1,2019-01-30T00:00:00,1,2.65,9.0,9.70101739130435,1,True,False,False,4.97621359223301,0.0,Санкт-Петербург,13.0
10,3450000.0,60.2,2018-08-15T00:00:00,2,2.65,15.0,36.8,5,False,False,False,13.11,0.0,Шлиссельбург,42.0
5,7400000.0,63.0,2018-02-01T00:00:00,2,2.65,13.0,37.0,12,False,False,False,12.0,0.0,Санкт-Петербург,7.0
5,1850000.0,71.5,2017-08-01T00:00:00,3,2.55,5.0,42.7,3,False,False,False,8.5,0.0,поселок Рябово,49.0
9,3150000.0,31.2,2017-06-21T00:00:00,1,2.6,5.0,18.0,3,False,False,False,6.25,0.0,Санкт-Петербург,211.0
12,5350000.0,50.0,2017-05-20T00:00:00,2,2.65,10.0,28.0,5,False,False,False,8.0,2.0,Санкт-Петербург,73.0
5,4800000.0,47.0,2018-10-23T00:00:00,2,3.0,5.0,30.0,3,False,False,False,11.0,0.0,Санкт-Петербург,7.0
20,5480000.0,56.0,2019-04-02T00:00:00,2,2.7,18.0,31.3,2,False,False,False,11.6,1.0,Кудрово,-1.0
6,1800000.0,50.0,2018-01-18T00:00:00,2,2.65,5.0,34.0,4,False,False,False,5.5,0.0,деревня Пудомяги,98.0
3,10700000.0,100.6,2018-02-22T00:00:00,5,3.5,5.0,64.2,4,False,False,False,14.0,0.0,Санкт-Петербург,125.0
7,2500000.0,41.0,2017-07-16T00:00:00,2,2.65,5.0,26.0,3,False,False,False,5.0,1.0,Выборг,151.0
17,2650000.0,31.0,2017-06-01T00:00:00,1,2.5,5.0,18.0,1,False,False,False,5.7,0.0,Санкт-Петербург,331.0
9,7500000.0,60.0,2017-11-27T00:00:00,2,2.65,10.0,29.0,5,False,False,False,10.5,0.0,Санкт-Петербург,20.0
9,1800000.0,32.6,2018-03-15T00:00:00,1,2.5,4.0,18.5,2,False,False,False,5.9,1.0,Отрадное,-1.0
11,5450000.0,43.0,2019-02-09T00:00:00,1,2.65,26.0,17.3,7,False,False,False,12.6,0.0,Санкт-Петербург,-1.0
7,4593600.0,63.8,2017-07-06T00:00:00,2,2.75,23.0,37.35299145299145,2,False,False,False,10.273854137653947,0.0,деревня Кудрово,201.0
20,31500000.0,237.8,2017-04-09T00:00:00,5,3.57,5.0,144.6,4,False,False,False,26.0,1.0,Санкт-Петербург,-1.0
7,1980000.0,23.98,2018-02-01T00:00:00,0,2.65,4.0,10.5,3,False,False,True,0.0,1.0,поселок станции Корнево,120.0
16,5400000.0,57.5,2017-12-08T00:00:00,2,3.2,5.0,36.4,4,False,False,False,8.0,1.0,Санкт-Петербург,152.0
20,6750000.0,57.0,2018-06-22T00:00:00,2,2.65,16.0,29.0,13,False,False,False,14.0,0.0,Санкт-Петербург,101.0
10,6200000.0,72.0,2017-08-01T00:00:00,3,2.6,9.0,48.0,3,False,False,False,8.5,2.0,Санкт-Петербург,175.00000000000003
10,6800000.0,50.9,2019-02-09T00:00:00,1,3.0,5.0,19.8,5,False,False,False,10.4,0.0,Санкт-Петербург,-1.0
3,4150000.0,44.0,2018-07-16T00:00:00,2,2.58,9.0,27.3,9,False,False,False,6.7,0.0,Санкт-Петербург,7.0
9,5200000.0,63.9,2017-05-30T00:00:00,3,2.6,9.0,39.6,8,False,False,False,9.5,2.0,Санкт-Петербург,162.0
19,4000000.0,49.9,2019-05-01T00:00:00,2,2.5,9.0,25.0,1,False,False,False,10.0,0.0,Санкт-Петербург,1.0
3,20445000.0,141.0,2018-07-04T00:00:00,3,3.3,16.0,65.72,11,False,False,False,35.35,0.0,Санкт-Петербург,266.0
0,4400000.0,60.0,2018-01-12T00:00:00,3,2.5,9.0,37.90996784565916,8,False,False,False,7.708569201358601,0.0,Санкт-Петербург,45.00000000000001
10,3400000.0,44.6,2019-03-14T00:00:00,2,2.5,5.0,31.0,5,False,False,False,5.0,1.0,Красное Село,41.0
7,2150000.0,28.9,2018-11-16T00:00:00,1,2.65,5.0,14.7,5,False,False,False,5.0,0.0,Кировск,-1.0
9,3200000.0,34.0,2017-02-20T00:00:00,1,2.65,10.0,17.0,4,False,False,False,9.0,2.0,Колпино,9.0
16,10665000.0,67.77,2018-08-04T00:00:00,2,2.75,20.0,39.67730769230769,6,False,False,False,15.3,2.0,Санкт-Петербург,90.00000000000001
7,2600000.0,40.0,2017-11-29T00:00:00,1,2.65,9.0,20.0,3,False,False,False,10.0,0.0,посёлок Шушары,45.00000000000001
1,4350000.0,79.0,2017-08-01T00:00:00,3,2.65,4.0,49.91479099678456,4,False,False,False,10.149616115122157,0.0,городской посёлок Янино-1,42.0
10,5300000.0,43.7,2018-07-12T00:00:00,1,2.76,16.0,21.1,13,False,False,False,11.5,0.0,Санкт-Петербург,37.0
5,3550000.0,46.0,2018-02-15T00:00:00,2,2.65,5.0,32.0,3,False,False,False,6.9,1.0,Санкт-Петербург,51.0
9,7450000.0,63.0,2017-11-19T00:00:00,2,2.65,21.0,32.6,20,False,False,False,10.0,0.0,Санкт-Петербург,89.00000000000001
20,4350000.0,61.7,2017-03-07T00:00:00,3,2.59,5.0,44.0,4,False,False,False,6.9,0.0,Санкт-Петербург,131.0
5,1625000.0,27.0,2018-02-13T00:00:00,1,2.65,5.0,18.1,3,False,False,False,6.684466019417475,0.0,деревня Низино,87.00000000000001
2,17850000.0,133.0,2018-02-01T00:00:00,3,2.9,9.0,72.0,4,False,False,False,17.7,1.0,Санкт-Петербург,182.00000000000003
6,4750000.0,33.6,2018-11-07T00:00:00,1,2.75,4.0,14.5,3,False,False,False,8.9,0.0,Санкт-Петербург,38.0
13,3975000.0,42.4,2017-10-16T00:00:00,1,2.65,23.0,17.2,10,False,False,False,10.0,2.0,Санкт-Петербург,196.0
10,6000000.0,57.2,2018-04-02T00:00:00,3,2.6,10.0,39.0,4,False,False,False,6.2,0.0,Санкт-Петербург,282.0
10,6200000.0,74.0,2019-04-25T00:00:00,2,3.5,4.0,40.0,1,False,False,False,9.0,0.0,Санкт-Петербург,-1.0
6,3200000.0,32.0,2017-09-28T00:00:00,1,2.65,9.0,17.0,5,False,False,False,6.3,0.0,Санкт-Петербург,4.0
15,8520000.0,64.0,2017-12-20T00:00:00,2,2.75,18.0,33.0,2,False,False,False,11.0,0.0,Санкт-Петербург,420.0
12,3000000.0,48.0,2019-04-18T00:00:00,2,2.5,5.0,28.102564102564102,4,False,False,False,6.5,2.0,Кировск,-1.0
7,3499999.0,37.0,2017-05-19T00:00:00,1,2.65,9.0,20.5,5,False,False,False,6.5,1.0,Санкт-Петербург,34.0
1,2350000.0,22.0,2019-04-08T00:00:00,1,2.5,12.0,14.5,10,False,False,False,5.446601941747573,0.0,Колпино,16.0
4,3050000.0,28.0,2019-02-26T00:00:00,1,2.65,23.0,20.0,3,False,False,False,7.0,0.0,Санкт-Петербург,26.0
15,2000000.0,54.5,2018-10-10T00:00:00,2,2.65,5.0,31.0,1,False,False,False,9.0,2.0,Сясьстрой,168.0
13,3100000.0,40.5,2017-04-20T00:00:00,1,2.55,21.0,17.8,17,False,False,False,9.4,0.0,поселок Бугры,272.0
15,3440000.0,50.0,2017-05-19T00:00:00,2,2.65,4.0,29.0,1,False,False,False,8.5,0.0,Колпино,150.0
5,1935000.0,33.5,2018-02-15T00:00:00,1,2.65,10.0,16.16836231884058,4,False,False,False,8.29368932038835,0.0,посёлок Мурино,29.0
15,9990000.0,78.8,2016-10-21T00:00:00,2,3.4,5.0,39.2,4,False,False,False,12.8,0.0,Санкт-Петербург,521.0
10,2800000.0,31.3,2017-10-13T00:00:00,1,2.65,5.0,18.0,2,False,False,False,6.0,0.0,Санкт-Петербург,162.0
11,7650000.0,67.0,2017-10-18T00:00:00,2,2.65,13.0,37.5,13,False,False,False,10.6,1.0,Санкт-Петербург,6.000000000000001
2,12100000.0,125.0,2017-09-27T00:00:00,3,2.75,6.0,74.0,6,False,False,False,8.0,0.0,Санкт-Петербург,560.0
16,5190000.0,61.7,2015-11-24T00:00:00,3,2.5,9.0,43.4,7,False,False,False,6.3,0.0,Санкт-Петербург,1112.0
6,3000000.0,34.0,2017-10-13T00:00:00,1,2.6,9.0,17.6,7,False,False,False,8.0,1.0,Санкт-Петербург,11.000000000000002
5,10990000.0,67.5,2015-09-20T00:00:00,2,2.65,13.0,36.4,13,False,False,False,10.4,2.0,Санкт-Петербург,1228.0
9,4250000.0,45.0,2018-02-01T00:00:00,2,2.56,5.0,29.0,1,False,False,False,7.0,0.0,Санкт-Петербург,342.0
9,650000.0,42.0,2019-04-27T00:00:00,2,2.65,5.0,26.0,5,False,False,False,6.0,0.0,Сланцы,-1.0
6,2250000.0,33.0,2018-02-01T00:00:00,1,2.6,9.0,18.0,4,False,False,False,6.3,0.0,Красное Село,23.000000000000004
15,12950000.0,103.2,2017-07-26T00:00:00,3,2.8,25.0,47.0,18,False,False,False,30.2,1.0,Санкт-Петербург,257.0
10,14000000.0,107.1,2017-04-16T00:00:00,4,2.65,16.0,58.8,15,False,False,False,13.5,5.0,Санкт-Петербург,103.0
2,4900000.0,38.0,2018-06-26T00:00:00,1,2.65,24.0,18.34023188405797,7,False,False,False,9.407766990291261,0.0,Санкт-Петербург,60.0
11,5000000.0,51.0,2017-06-17T00:00:00,2,2.56,9.0,30.2,7,False,False,False,7.9,0.0,Санкт-Петербург,16.0
4,3300000.0,31.0,2017-02-20T00:00:00,1,2.5,4.0,17.0,3,False,False,False,5.0,0.0,Пушкин,651.0
7,5970000.0,42.4,2017-12-15T00:00:00,1,2.65,17.0,20.46383768115942,9,False,False,False,10.497087378640774,0.0,Санкт-Петербург,60.0
3,2990000.0,36.1,2018-04-26T00:00:00,1,2.48,12.0,18.3,4,False,False,False,7.0,1.0,Кронштадт,133.0
20,5500000.0,35.0,2017-11-28T00:00:00,1,2.84,23.0,13.5,19,False,False,False,15.0,0.0,Санкт-Петербург,31.0
4,4350000.0,48.0,2015-04-24T00:00:00,2,2.65,12.0,27.0,8,False,False,False,7.0,0.0,Санкт-Петербург,473.0
9,2050000.0,47.0,2017-11-14T00:00:00,2,2.8,3.0,30.0,2,False,False,False,8.0,0.0,деревня Бегуницы,103.0
14,6100000.0,45.0,2017-12-30T00:00:00,1,3.0,5.0,25.0,2,False,False,False,15.0,0.0,Санкт-Петербург,130.0
0,6992000.0,76.0,2018-04-05T00:00:00,3,2.7,25.0,44.6,16,False,False,False,11.5,0.0,деревня Кудрово,4.0
0,3000000.0,31.0,2018-04-10T00:00:00,1,2.5,9.0,17.0,1,False,False,False,7.0,0.0,Санкт-Петербург,301.0
12,5400000.0,43.0,2017-11-27T00:00:00,1,2.65,18.0,18.0,12,False,False,False,10.0,0.0,Санкт-Петербург,57.0
8,1850000.0,40.5,2018-03-26T00:00:00,1,2.5,4.0,19.5,4,False,False,False,9.7,0.0,посёлок Поляны,-1.0
5,5490000.0,57.9,2015-10-22T00:00:00,2,2.65,25.0,31.62,13,False,False,False,10.09,0.0,Санкт-Петербург,428.0
0,5960000.0,87.0,2017-06-28T00:00:00,2,2.8,4.0,37.0,3,False,False,False,15.0,0.0,Ломоносов,236.0
16,5130000.0,52.0,2015-11-19T00:00:00,2,2.65,12.0,30.0,7,False,False,False,8.0,0.0,Санкт-Петербург,408.0
16,2950000.0,37.0,2016-05-30T00:00:00,1,2.65,5.0,17.5,1,False,False,False,8.5,0.0,Гатчина,42.0
13,4550000.0,45.0,2017-11-10T00:00:00,2,2.65,9.0,26.2,7,False,False,False,7.3,1.0,Санкт-Петербург,182.00000000000003
20,19000000.0,179.7,2017-11-30T00:00:00,4,2.57,12.0,92.7,12,False,False,False,14.2,5.0,Санкт-Петербург,305.0
6,3730000.0,36.2,2018-07-31T00:00:00,1,2.6,12.0,21.4,12,False,False,False,7.3,0.0,Санкт-Петербург,67.0
9,2850000.0,47.0,2018-12-16T00:00:00,2,2.6,5.0,28.0,1,False,False,False,6.5,0.0,посёлок Аннино,-1.0
20,20500000.0,168.0,2015-09-20T00:00:00,4,3.0,5.0,72.52,2,False,False,False,46.0,0.0,Санкт-Петербург,-1.0
18,8990000.0,69.0,2018-08-12T00:00:00,3,2.75,16.0,43.0,8,False,False,False,9.0,1.0,Санкт-Петербург,49.0
15,6700000.0,92.5,2019-03-10T00:00:00,3,2.65,16.0,54.0,12,False,False,False,10.7,1.0,посёлок Парголово,-1.0
11,3550000.0,28.0,2018-02-08T00:00:00,1,2.65,34.0,18.0,23,False,False,False,6.932038834951456,0.0,Санкт-Петербург,410.0
4,2200000.0,43.0,2016-12-03T00:00:00,1,2.75,3.0,19.0,3,False,False,False,8.6,0.0,деревня Вартемяги,362.00000000000006
9,3650000.0,46.5,2019-03-05T00:00:00,1,2.65,10.0,18.0,3,False,False,False,14.0,0.0,Сертолово,45.00000000000001
8,4100000.0,47.0,2018-10-30T00:00:00,2,2.5,5.0,34.0,2,False,False,False,5.0,0.0,Гатчина,-1.0
1,4250000.0,52.6,2019-02-13T00:00:00,2,2.65,10.0,30.7957264957265,10,False,False,False,8.470293536686484,2.0,городской посёлок Янино-1,-1.0
11,2800000.0,51.4,2018-12-18T00:00:00,2,2.5,5.0,29.3,4,False,False,False,8.2,0.0,Гатчина,55.0
0,3300000.0,45.3,2017-08-27T00:00:00,2,2.65,9.0,27.9,2,False,False,False,8.3,0.0,посёлок Шушары,105.0
19,4700000.0,52.2,2018-03-23T00:00:00,2,2.6,5.0,30.4,5,False,False,False,6.8,1.0,Санкт-Петербург,303.0
0,7500000.0,77.0,2018-04-09T00:00:00,4,2.65,5.0,50.80376015782798,3,False,False,False,8.639185580774365,0.0,Пушкин,156.0
10,62171920.0,200.3,2018-05-19T00:00:00,3,2.65,16.0,101.0,11,False,False,False,32.1,0.0,Санкт-Петербург,-1.0
14,4600000.0,52.7,2017-12-27T00:00:00,2,3.0,5.0,37.1,2,False,False,False,6.7,0.0,Санкт-Петербург,187.00000000000003
11,1450000.0,44.6,2017-07-20T00:00:00,2,2.5,5.0,32.0,4,False,False,False,5.0,0.0,Кириши,229.0
6,3190000.0,45.3,2017-10-03T00:00:00,2,2.56,5.0,31.2,1,False,False,False,6.1,0.0,Санкт-Петербург,30.0
13,1050000.0,30.4,2018-02-07T00:00:00,1,2.65,2.0,17.5,1,False,False,False,6.1,0.0,городской посёлок Мга,210.0
5,7500000.0,65.0,2016-03-16T00:00:00,2,2.65,15.0,34.0,7,False,False,False,12.5,2.0,Санкт-Петербург,163.0
4,2850000.0,32.0,2017-11-14T00:00:00,1,2.65,9.0,18.0,2,False,False,False,6.0,0.0,Санкт-Петербург,131.0
11,3500000.0,43.5,2017-10-13T00:00:00,2,2.5,5.0,27.0,1,False,False,False,7.0049005484004185,0.0,посёлок Парголово,5.0
0,5200000.0,68.0,2019-04-19T00:00:00,2,3.0,3.0,39.5,3,False,False,False,8.3,0.0,Санкт-Петербург,4.0
6,2600000.0,32.0,2019-02-11T00:00:00,1,2.5,4.0,18.7,1,False,False,False,5.4,0.0,посёлок Стрельна,-1.0
15,6650000.0,63.8,2017-04-20T00:00:00,2,2.65,4.0,39.9,4,False,False,False,6.6,0.0,Санкт-Петербург,95.0
6,2900000.0,40.5,2016-05-04T00:00:00,1,2.65,10.0,18.6,6,False,False,False,10.8,2.0,посёлок Шушары,848.0
1,7570000.0,75.0,2019-02-07T00:00:00,4,2.6,14.0,47.0,9,False,False,False,9.0,1.0,Санкт-Петербург,-1.0
12,4200000.0,38.0,2018-02-12T00:00:00,1,2.7,4.0,17.0,3,False,False,False,9.0,1.0,Пушкин,162.0
10,4100000.0,40.0,2018-08-15T00:00:00,1,2.65,21.0,18.0,10,False,False,False,11.0,0.0,посёлок Мурино,20.0
9,1190000.0,32.5,2019-02-23T00:00:00,1,2.7,5.0,17.9,2,False,False,False,6.2,0.0,поселок Елизаветино,-1.0
6,5900000.0,52.0,2015-11-19T00:00:00,2,2.65,10.0,31.0,3,False,False,False,9.5,2.0,Санкт-Петербург,785.0
19,5500000.0,56.7,2019-03-19T00:00:00,2,2.5,9.0,29.6,5,False,False,False,7.3,0.0,Санкт-Петербург,10.0
8,3800000.0,46.0,2018-05-27T00:00:00,2,2.5,9.0,29.0,2,False,False,False,7.0,2.0,Колпино,247.0
15,3100000.0,39.3,2018-03-14T00:00:00,1,2.65,16.0,18.967660869565215,7,False,False,False,10.3,2.0,деревня Новое Девяткино,6.000000000000001
13,2900000.0,56.8,2018-06-28T00:00:00,2,2.65,5.0,33.0,5,False,False,False,8.5,0.0,Тосно,29.0
20,16900000.0,65.0,2019-03-13T00:00:00,2,3.0,7.0,32.0,7,False,False,False,14.0,1.0,Санкт-Петербург,16.0
18,6540000.0,73.2,2019-04-10T00:00:00,4,2.65,9.0,51.8,9,False,False,False,6.3,0.0,Санкт-Петербург,-1.0
2,2250000.0,38.5,2017-11-10T00:00:00,1,2.65,10.0,15.72,5,False,False,False,11.29,1.0,Всеволожск,286.0
10,3330000.0,42.3,2017-09-19T00:00:00,1,2.6,10.0,18.0,8,False,False,False,11.0,2.0,посёлок Шушары,25.0
6,2900000.0,42.0,2017-05-30T00:00:00,2,2.65,4.0,31.0,2,False,False,False,5.0,0.0,поселок городского типа Кузьмоловский,45.00000000000001
11,8250000.0,69.7,2017-07-05T00:00:00,3,3.0,5.0,48.4,1,False,False,False,8.8,0.0,Санкт-Петербург,280.0
8,8300000.0,70.0,2016-01-29T00:00:00,2,3.2,8.0,42.0,7,False,False,False,12.0,2.0,Санкт-Петербург,200.0
6,7500000.0,63.0,2017-08-30T00:00:00,2,2.8,15.0,31.0,8,False,False,False,13.0,0.0,Санкт-Петербург,167.0
4,9190000.0,104.0,2018-05-02T00:00:00,4,2.67,7.0,63.3,6,False,False,False,7.5,0.0,Санкт-Петербург,-1.0
3,3800000.0,33.8,2017-10-19T00:00:00,1,2.5,10.0,18.7,4,False,False,False,7.0,2.0,Санкт-Петербург,4.0
8,6300000.0,60.6,2017-02-15T00:00:00,2,2.78,16.0,35.4,3,False,False,False,10.7,0.0,Санкт-Петербург,86.0
18,6800000.0,100.0,2019-04-21T00:00:00,5,2.5,15.0,64.8,11,False,False,False,6.8,0.0,Санкт-Петербург,-1.0
13,2600000.0,43.5,2018-02-27T00:00:00,2,2.5,5.0,28.5,1,False,False,False,5.0,0.0,Гатчина,20.0
8,1100000.0,31.3,2019-04-18T00:00:00,1,2.65,5.0,18.0,3,False,False,False,5.5,0.0,Волхов,-1.0
20,7200000.0,52.0,2019-04-28T00:00:00,2,2.65,9.0,31.0,8,False,False,False,8.0,1.0,Санкт-Петербург,-1.0
6,3980000.0,44.6,2018-03-06T00:00:00,2,2.65,5.0,30.3,5,False,False,False,7.0,1.0,Санкт-Петербург,37.0
4,2950000.0,31.0,2016-05-19T00:00:00,1,2.65,5.0,14.961768115942029,4,False,False,False,7.674757281553397,0.0,Санкт-Петербург,90.00000000000001
6,4500000.0,40.0,2017-07-24T00:00:00,1,2.62,12.0,20.0,3,False,False,False,10.0,2.0,Санкт-Петербург,48.00000000000001
12,4550000.0,64.0,2016-04-25T00:00:00,3,2.65,5.0,43.6,4,False,False,False,8.222473814782507,0.0,деревня Новое Девяткино,387.00000000000006
9,800000.0,29.0,2018-09-12T00:00:00,1,2.5,5.0,15.0,4,False,False,False,7.0,1.0,посёлок городского типа Кузнечное,-1.0
12,4500000.0,52.0,2018-06-13T00:00:00,2,2.65,5.0,30.0,2,False,False,False,10.0,0.0,Петергоф,128.0
6,15715440.0,94.9,2017-04-25T00:00:00,3,3.0,17.0,52.77,15,False,False,False,14.56,0.0,Санкт-Петербург,549.0
3,5670000.0,57.1,2018-08-12T00:00:00,2,2.65,25.0,32.05,6,False,False,False,9.5,0.0,Санкт-Петербург,226.0
14,2620000.0,59.0,2018-01-18T00:00:00,2,2.5,5.0,29.5,2,False,False,False,15.0,0.0,поселок городского типа Синявино,-1.0
10,2290000.0,30.1,2017-12-26T00:00:00,1,2.7,3.0,12.5,2,False,False,False,9.0,0.0,Всеволожск,169.0
6,4000000.0,41.0,2017-11-10T00:00:00,1,2.7,14.0,19.788144927536234,1,False,False,False,10.150485436893202,0.0,Санкт-Петербург,74.0
8,1150000.0,29.4,2019-02-18T00:00:00,1,2.5,5.0,17.0,3,False,False,False,5.5,0.0,Кириши,-1.0
9,3650000.0,40.5,2017-06-12T00:00:00,1,2.65,10.0,18.6,9,False,False,False,11.0,2.0,Санкт-Петербург,193.00000000000003
19,6000000.0,77.7,2016-06-03T00:00:00,4,2.5,9.0,55.1,4,False,False,False,10.0,2.0,Санкт-Петербург,269.0
10,2600000.0,45.2,2017-09-28T00:00:00,2,2.65,5.0,26.5,1,False,False,False,6.2,1.0,деревня Колтуши,117.0
12,7300000.0,62.0,2017-09-13T00:00:00,2,2.65,16.0,33.1,3,False,False,False,10.6,2.0,Санкт-Петербург,68.0
5,7500000.0,70.0,2018-07-18T00:00:00,3,2.5,9.0,44.22829581993568,1,False,False,False,8.993330734918366,0.0,Санкт-Петербург,13.0
5,4570000.0,35.1,2017-11-05T00:00:00,1,2.75,25.0,16.8,8,False,False,False,9.5,1.0,Санкт-Петербург,10.0
11,999000.0,62.0,2018-02-15T00:00:00,4,2.65,5.0,46.0,2,False,False,False,7.0,0.0,Бокситогорск,226.0
7,8400000.0,91.7,2016-03-31T00:00:00,4,3.57,5.0,69.6,3,False,False,False,5.6,0.0,Санкт-Петербург,722.0000000000001
18,1900000.0,57.5,2015-09-21T00:00:00,2,2.7,5.0,32.7,3,False,False,False,8.7,2.0,поселок Запорожское,-1.0
20,3300000.0,32.0,2018-08-17T00:00:00,1,2.65,9.0,18.0,9,False,False,False,6.0,0.0,Санкт-Петербург,129.0
1,7070434.0,55.0,2017-07-01T00:00:00,1,2.65,10.0,23.0,4,False,False,False,16.0,0.0,Санкт-Петербург,60.0
18,53800000.0,201.0,2017-07-17T00:00:00,5,2.65,5.0,131.5,5,False,False,False,19.5,1.0,Санкт-Петербург,213.0
1,4400000.0,39.0,2016-03-18T00:00:00,1,2.65,15.0,18.0,12,False,False,False,12.0,0.0,Санкт-Петербург,102.0
6,5650000.0,60.0,2015-08-04T00:00:00,2,2.82,15.0,31.0,2,False,False,False,14.0,1.0,Санкт-Петербург,796.0
4,5488787.0,55.8,2019-02-07T00:00:00,2,2.65,12.0,29.7,5,False,False,False,8.98559656553433,0.0,городской посёлок Янино-1,49.0
10,2566270.0,42.07,2018-12-13T00:00:00,1,2.65,15.0,20.304567246376813,8,False,False,False,11.11,0.0,посёлок Новогорелово,11.000000000000002
5,4350000.0,46.4,2018-02-02T00:00:00,2,2.65,4.0,27.4,4,False,False,False,8.4,0.0,Санкт-Петербург,94.0
12,5949000.0,57.0,2018-06-05T00:00:00,2,2.65,26.0,33.0,18,False,False,False,11.0,0.0,посёлок Парголово,116.0
